PNo,行動回数,体力,敏捷,器用,魔力,精神,武器,スキル,CRIフラグ,必殺技フラグ,ダメージ
746,1,150,50,100,150,50,ボウガン,スラッシュ,False,False,33
746,2,150,50,100,150,50,ボウガン,スラッシュ,False,False,26
747,1,50,50,100,150,150,魔導石,マジックアロー,False,False,60
747,2,50,50,100,150,150,魔導石,マジックアロー,False,False,65
747,3,50,50,100,150,150,魔導石,マジックアロー,False,False,73
748,1,100,120,110,50,120,長剣,スラッシュ,False,False,17
748,2,100,120,110,50,120,長剣,スラッシュ,False,False,16
748,3,100,120,110,50,120,長剣,スラッシュ,False,False,20
749,1,150,50,100,50,150,銛,シュート,True,False,39
749,2,150,50,100,50,150,銛,シュート,False,False,15
749,3,150,50,100,50,150,銛,シュート,False,False,20
750,1,150,150,100,50,50,錨,チャージ,False,False,81
750,2,150,150,100,50,50,錨,チャージ,False,True,74
751,1,100,150,130,50,70,格闘,スラッシュ,False,False,9
751,2,100,150,130,50,70,格闘,スラッシュ,False,False,9
751,3,100,150,130,50,70,格闘,スラッシュ,False,False,14
751,4,100,150,130,50,70,格闘,スラッシュ,False,False,16
752,1,150,50,150,50,100,錨,チャージ,False,False,50
752,2,150,50,150,50,100,錨,チャージ,False,False,65
752,3,150,50,150,50,100,錨,チャージ,False,False,87
753,1,150,100,150,50,50,細剣,チャージ,True,False,61
753,3,150,100,150,50,50,細剣,チャージ,False,False,30
754,2,110,90,110,90,100,槍,スラッシュ,False,False,19
754,3,110,90,110,90,100,槍,スラッシュ,False,False,26
755,2,120,150,120,50,60,短剣,通常攻撃,False,False,10
756,1,100,50,50,150,150,杖,通常攻撃,False,False,23
756,2,100,50,50,150,150,杖,通常攻撃,False,False,21
757,1,100,100,150,100,50,槍,スラッシュ,True,False,66
757,2,100,100,150,100,50,槍,スラッシュ,False,False,20
757,3,100,100,150,100,50,槍,スラッシュ,False,False,32
758,2,50,150,50,150,100,魔導石,マジックアロー,False,False,68
758,3,50,150,50,150,100,魔導石,マジックアロー,False,False,67
760,1,50,150,50,150,100,杖,マジックブレイク,False,False,72
760,2,50,150,50,150,100,杖,マジックブレイク,False,False,77
760,3,50,150,50,150,100,杖,マジックブレイク,False,False,77
761,2,150,150,100,50,50,斧,チャージ,False,False,74
762,1,100,150,100,50,100,ボウガン,シュート,False,False,12
762,3,100,150,100,50,100,ボウガン,シュート,False,False,15
764,1,50,50,100,150,150,魔導石,マジックブラスト,False,True,86
764,2,50,50,100,150,150,魔導石,マジックブラスト,False,False,72
764,3,50,50,100,150,150,魔導石,マジックブラスト,False,False,81
765,3,100,50,50,150,150,魔導石,通常攻撃,False,False,50
766,1,150,50,50,150,100,杖,マジックアロー,False,False,57
766,2,150,50,50,150,100,杖,マジックアロー,False,False,59
766,3,150,50,50,150,100,杖,マジックアロー,False,False,67
767,2,150,50,100,50,150,斧,スラッシュ,False,False,32
767,3,150,50,100,50,150,斧,スラッシュ,False,True,88
768,2,150,150,50,50,100,槍,チャージ,False,False,28
769,1,50,100,50,150,150,魔導石,通常攻撃,False,False,55
769,2,50,100,50,150,150,魔導石,通常攻撃,False,False,43
769,3,50,100,50,150,150,魔導石,通常攻撃,False,False,42
770,1,150,50,150,50,100,銛,スラッシュ,False,False,26
770,2,150,50,150,50,100,銛,スラッシュ,False,False,26
770,3,150,50,150,50,100,銛,チャージ,False,True,42
771,1,100,50,50,150,150,魔導石,マジックブラスト,False,False,77
771,3,100,50,50,150,150,魔導石,マジックブラスト,False,False,81
773,1,150,50,100,50,150,長剣,通常攻撃,False,False,15
773,2,150,50,100,50,150,長剣,通常攻撃,False,False,16
773,3,150,50,100,50,150,長剣,通常攻撃,False,False,15
774,2,150,150,100,50,50,格闘,チャージ,False,False,20
776,2,150,100,100,50,100,斧,スラッシュ,False,False,42
776,3,150,100,100,50,100,斧,スラッシュ,False,False,55
777,1,150,100,100,50,100,長剣,スラッシュ,False,True,20
778,1,50,50,100,150,150,魔導石,通常攻撃,False,False,49
778,2,50,50,100,150,150,魔導石,通常攻撃,False,False,62
778,3,50,50,100,150,150,魔導石,通常攻撃,False,False,49
779,1,70,100,60,150,120,魔導石,マジックブラスト,False,False,65
779,2,70,100,60,150,120,魔導石,マジックブラスト,False,False,78
779,3,70,100,60,150,120,魔導石,マジックアロー,False,True,91
780,1,140,130,130,50,50,斧,スラッシュ,False,False,57
780,2,140,130,130,50,50,斧,スラッシュ,False,False,74
780,3,140,130,130,50,50,斧,スラッシュ,False,False,52
781,1,150,70,130,50,100,斧,スラッシュ,False,False,46
781,2,150,70,130,50,100,斧,スラッシュ,False,False,76
782,2,150,50,110,70,120,錨,チャージ,False,False,49
782,3,150,50,110,70,120,錨,チャージ,False,False,47
783,2,90,150,120,50,90,長剣,スラッシュ,True,False,57
783,3,90,150,120,50,90,長剣,スラッシュ,False,False,21
784,1,150,50,100,50,150,斧,スラッシュ,False,False,38
784,2,150,50,100,50,150,斧,スラッシュ,False,False,72
784,3,150,50,100,50,150,斧,スラッシュ,False,False,63
786,1,150,100,150,50,50,細剣,チャージ,False,False,20
786,2,150,100,150,50,50,細剣,チャージ,False,False,30
787,1,120,100,90,90,100,銛,通常攻撃,False,False,8
787,2,120,100,90,90,100,銛,通常攻撃,False,False,7
787,3,120,100,90,90,100,銛,通常攻撃,False,False,7
788,3,100,150,150,50,50,短剣,通常攻撃,False,False,9
788,4,100,150,150,50,50,短剣,通常攻撃,False,False,10
789,2,120,150,90,50,90,格闘,チャージ,False,False,17
789,3,120,150,90,50,90,格闘,チャージ,False,False,8
790,2,140,130,130,50,50,斧,スラッシュ,True,False,137
791,1,150,50,150,50,100,錨,チャージ,True,False,161
791,2,150,50,150,50,100,錨,スラッシュ,False,True,92
792,2,100,150,50,150,50,杖,マジックブレイク,False,False,80
792,3,100,150,50,150,50,杖,マジックブレイク,False,True,74
792,4,100,150,50,150,50,杖,マジックブレイク,False,False,64
793,2,50,50,100,150,150,魔導石,通常攻撃,False,False,50
793,3,50,50,100,150,150,魔導石,通常攻撃,False,False,56
794,2,100,100,150,50,100,ボウガン,シュート,False,True,18
794,3,100,100,150,50,100,ボウガン,チャージ,False,False,38
795,1,50,50,100,150,150,魔導石,マジックアロー,False,False,67
795,2,50,50,100,150,150,魔導石,マジックアロー,False,False,57
796,2,120,100,150,50,80,細剣,スラッシュ,False,False,23
797,1,150,50,150,50,100,銛,スラッシュ,False,False,26
797,2,150,50,150,50,100,銛,スラッシュ,False,False,24
797,3,150,50,150,50,100,銛,スラッシュ,False,False,25
798,1,150,50,150,50,100,長剣,スラッシュ,True,False,76
798,3,150,50,150,50,100,長剣,スラッシュ,False,False,28
799,2,150,100,150,50,50,細剣,スラッシュ,False,False,22
799,3,150,100,150,50,50,細剣,スラッシュ,True,False,71
800,1,80,90,90,120,120,杖,マジックアロー,False,False,47
800,2,80,90,90,120,120,杖,マジックアロー,False,False,50
801,1,150,50,50,100,150,魔導石,通常攻撃,False,False,33
801,2,150,50,50,100,150,魔導石,通常攻撃,False,False,34
801,3,150,50,50,100,150,魔導石,通常攻撃,False,False,37
802,1,150,150,50,50,100,格闘,通常攻撃,False,False,11
802,2,150,150,50,50,100,格闘,通常攻撃,False,False,6
802,3,150,150,50,50,100,格闘,通常攻撃,False,False,11
802,4,150,150,50,50,100,格闘,通常攻撃,False,False,9
803,2,50,150,50,150,100,格闘,マジックアロー,False,False,52
803,3,50,150,50,150,100,格闘,マジックアロー,False,False,47
803,4,50,150,50,150,100,格闘,マジックアロー,False,False,68
804,2,50,150,50,150,100,杖,マジックブレイク,False,False,66
804,3,50,150,50,150,100,杖,マジックブレイク,False,False,86
805,1,150,110,110,50,80,槍,スラッシュ,False,False,30
805,2,150,110,110,50,80,槍,スラッシュ,False,False,25
806,1,150,150,50,100,50,長剣,スラッシュ,False,False,24
806,2,150,150,50,100,50,長剣,スラッシュ,False,False,31
806,3,150,150,50,100,50,長剣,スラッシュ,False,False,18
807,1,100,50,50,150,150,杖,通常攻撃,False,False,12
807,2,100,50,50,150,150,杖,通常攻撃,False,False,20
807,3,100,50,50,150,150,杖,通常攻撃,False,False,23
808,1,50,50,100,150,150,杖,マジックアロー,False,False,58
808,2,50,50,100,150,150,杖,マジックアロー,False,False,67
808,3,50,50,100,150,150,杖,マジックアロー,False,False,64
810,3,100,150,150,50,50,細剣,チャージ,False,False,27
811,1,90,130,150,50,80,槍,チャージ,False,False,35
811,3,90,130,150,50,80,槍,チャージ,False,False,38
813,1,90,90,70,140,110,魔導石,マジックブレイク,False,False,77
813,2,90,90,70,140,110,魔導石,マジックブレイク,False,False,70
813,3,90,90,70,140,110,魔導石,マジックブレイク,False,False,83
814,1,150,50,150,50,100,錨,チャージ,False,False,87
814,2,150,50,150,50,100,錨,チャージ,False,False,65
814,3,150,50,150,50,100,錨,チャージ,False,False,55
816,1,80,150,150,50,70,ボウガン,チャージ,False,False,33
816,2,80,150,150,50,70,ボウガン,チャージ,False,False,33
817,1,150,50,100,50,150,錨,シュート,False,False,63
817,2,150,50,100,50,150,錨,シュート,True,False,106
817,3,150,50,100,50,150,錨,シュート,False,False,43
818,2,100,130,120,60,90,細剣,スラッシュ,False,False,22
819,1,100,150,150,50,50,短剣,スラッシュ,True,False,34
819,3,100,150,150,50,50,短剣,スラッシュ,True,False,34
820,1,80,100,90,130,100,魔導石,マジックアロー,False,False,44
820,2,80,100,90,130,100,魔導石,マジックアロー,False,False,56
820,3,80,100,90,130,100,魔導石,マジックアロー,False,False,48
821,2,130,150,120,50,50,短剣,通常攻撃,False,False,8
821,3,130,150,120,50,50,短剣,通常攻撃,False,False,5
822,2,150,150,100,50,50,長剣,スラッシュ,False,True,36
822,3,150,150,100,50,50,長剣,スラッシュ,True,False,63
823,1,60,120,70,120,130,杖,マジックアロー,False,False,59
823,2,60,120,70,120,130,杖,マジックアロー,False,False,40
823,3,60,120,70,120,130,杖,マジックアロー,False,False,49
825,1,50,150,70,120,110,銛,マジックアロー,False,False,38
825,2,50,150,70,120,110,銛,マジックアロー,False,False,38
825,3,50,150,70,120,110,銛,マジックアロー,False,False,51
826,1,130,50,100,130,90,杖,マジックブレイク,False,True,64
826,2,130,50,100,130,90,杖,マジックブレイク,False,False,65
827,1,150,50,150,100,50,杖,チャージ,False,False,19
828,3,100,100,150,50,100,長剣,スラッシュ,False,False,23
829,1,50,100,150,50,150,細剣,スラッシュ,True,False,47
829,2,50,100,150,50,150,細剣,スラッシュ,True,False,47
829,3,50,100,150,50,150,細剣,スラッシュ,False,True,18
830,2,150,100,150,50,50,長剣,スラッシュ,False,False,34
830,3,150,100,150,50,50,長剣,スラッシュ,False,False,27
831,1,50,150,50,150,100,魔導石,マジックアロー,False,False,53
831,2,50,150,50,150,100,魔導石,マジックアロー,False,False,66
831,3,50,150,50,150,100,魔導石,マジックアロー,False,False,61
832,1,50,50,120,150,130,杖,マジックアロー,False,True,58
832,2,50,50,120,150,130,杖,マジックブレイク,False,False,86
832,3,50,50,120,150,130,杖,マジックブレイク,False,False,77
833,2,120,120,150,50,60,銛,スラッシュ,False,False,22
833,3,120,120,150,50,60,銛,スラッシュ,False,False,21
834,1,50,150,50,150,100,魔導石,マジックアロー,False,False,54
834,2,50,150,50,150,100,魔導石,マジックアロー,False,False,64
834,3,50,150,50,150,100,魔導石,マジックアロー,False,False,58
835,1,50,100,100,150,100,魔導石,マジックアロー,False,False,50
835,2,50,100,100,150,100,魔導石,マジックアロー,False,False,69
835,3,50,100,100,150,100,魔導石,マジックアロー,False,False,65
836,1,150,130,80,50,90,長剣,スラッシュ,False,False,17
836,2,150,130,80,50,90,長剣,スラッシュ,False,False,18
836,3,150,130,80,50,90,長剣,スラッシュ,False,False,35
837,1,100,50,100,150,100,魔導石,マジックブラスト,False,False,73
837,2,100,50,100,150,100,魔導石,マジックブラスト,False,False,89
837,3,100,50,100,150,100,魔導石,マジックブラスト,False,False,68
838,1,50,50,110,150,140,魔導石,マジックブレイク,False,False,84
838,2,50,50,110,150,140,魔導石,マジックブレイク,False,False,77
838,3,50,50,110,150,140,魔導石,マジックブレイク,False,False,74
839,2,100,50,50,150,150,魔導石,マジックアロー,False,False,61
839,3,100,50,50,150,150,魔導石,マジックアロー,False,False,72
841,1,50,150,100,150,50,魔導石,マジックブラスト,False,False,81
841,2,50,150,100,150,50,魔導石,マジックブラスト,False,False,62
841,3,50,150,100,150,50,魔導石,マジックブラスト,False,True,81
842,1,50,120,50,130,150,魔導石,マジックブレイク,False,False,78
842,2,50,120,50,130,150,魔導石,マジックブレイク,False,False,76
842,3,50,120,50,130,150,魔導石,マジックブレイク,False,False,70
844,2,150,100,150,50,50,網,チャージ,False,False,12
844,3,150,100,150,50,50,網,チャージ,False,False,18
845,2,100,150,50,150,50,魔導石,マジックブラスト,False,False,79
845,3,100,150,50,150,50,魔導石,マジックブラスト,False,False,71
846,1,100,50,50,150,150,魔導石,マジックブレイク,False,False,83
846,2,100,50,50,150,150,魔導石,マジックブレイク,False,False,73
846,3,100,50,50,150,150,魔導石,マジックブレイク,False,False,87
847,2,70,80,50,150,150,魔導石,通常攻撃,False,False,52
847,3,70,80,50,150,150,魔導石,通常攻撃,False,False,54
848,1,150,150,100,50,50,短剣,スラッシュ,False,False,15
848,2,150,150,100,50,50,短剣,スラッシュ,False,False,18
848,3,150,150,100,50,50,短剣,スラッシュ,False,False,11
849,3,150,130,120,50,50,格闘,通常攻撃,False,False,10
849,4,150,130,120,50,50,格闘,通常攻撃,False,False,8
849,5,150,130,120,50,50,格闘,通常攻撃,False,False,10
850,2,100,150,150,50,50,短剣,チャージ,False,False,11
850,3,100,150,150,50,50,短剣,チャージ,False,False,12
850,4,100,150,150,50,50,短剣,チャージ,False,False,10
851,2,100,150,150,50,50,斧,スラッシュ,False,False,31
851,3,100,150,150,50,50,斧,スラッシュ,False,False,40
852,3,100,150,150,50,50,銛,チャージ,False,False,19
852,4,100,150,150,50,50,銛,チャージ,False,False,18
853,1,150,50,100,50,150,槍,スラッシュ,True,False,57
853,2,150,50,100,50,150,槍,スラッシュ,False,False,17
853,3,150,50,100,50,150,槍,スラッシュ,False,True,30
854,1,50,150,150,50,100,短剣,スラッシュ,False,False,12
854,2,50,150,150,50,100,短剣,チャージ,False,False,9
854,3,50,150,150,50,100,短剣,チャージ,False,False,11
855,3,150,60,80,60,150,錨,シュート,True,False,99
856,2,50,120,50,150,130,魔導石,マジックアロー,False,False,52
856,3,50,120,50,150,130,魔導石,マジックアロー,False,False,57
857,1,120,100,130,50,100,銛,シュート,False,False,17
857,3,120,100,130,50,100,銛,シュート,False,False,17
858,2,150,50,150,100,50,ボウガン,スラッシュ,False,False,31
858,3,150,50,150,100,50,ボウガン,スラッシュ,False,False,22
859,1,150,50,150,50,100,錨,スラッシュ,True,False,143
859,3,150,50,150,50,100,錨,スラッシュ,False,False,58
860,1,50,50,120,150,130,魔導石,マジックブレイク,False,False,77
860,2,50,50,120,150,130,魔導石,マジックブレイク,False,False,93
860,3,50,50,120,150,130,魔導石,マジックブレイク,False,False,85
861,1,100,100,100,100,100,魔導石,マジックアロー,False,True,45
861,2,100,100,100,100,100,魔導石,マジックアロー,False,False,39
861,3,100,100,100,100,100,魔導石,マジックアロー,False,False,40
862,1,60,100,100,150,90,魔導石,マジックブラスト,False,True,98
862,2,60,100,100,150,90,魔導石,マジックブラスト,False,False,88
862,3,60,100,100,150,90,魔導石,マジックブラスト,False,False,79
863,1,50,50,150,150,100,魔導石,マジックブレイク,False,False,94
863,2,50,50,150,150,100,魔導石,マジックブレイク,False,False,78
863,3,50,50,150,150,100,魔導石,マジックブレイク,False,False,77
864,1,150,50,100,50,150,錨,通常攻撃,False,False,34
864,2,150,50,100,50,150,錨,通常攻撃,False,False,49
864,3,150,50,100,50,150,錨,通常攻撃,False,False,42
865,3,150,120,130,50,50,長剣,シュート,True,False,63
866,1,150,50,50,100,150,格闘,通常攻撃,False,False,9
866,2,150,50,50,100,150,格闘,通常攻撃,False,False,5
866,3,150,50,50,100,150,格闘,通常攻撃,False,False,8
867,3,110,110,110,50,120,格闘,チャージ,False,False,12
867,4,110,110,110,50,120,格闘,チャージ,False,False,17
868,2,100,150,50,150,50,魔導石,マジックアロー,False,False,55
868,4,100,150,50,150,50,魔導石,マジックアロー,False,False,44
869,2,150,50,100,100,100,長剣,スラッシュ,False,False,35
871,2,50,150,50,150,100,魔導石,マジックアロー,False,False,52
871,3,50,150,50,150,100,魔導石,マジックアロー,False,False,46
872,1,150,50,150,50,100,錨,スラッシュ,False,False,55
872,2,150,50,150,50,100,錨,スラッシュ,False,False,89
872,3,150,50,150,50,100,錨,スラッシュ,False,False,39
873,1,80,150,100,100,70,細剣,マジックブラスト,False,False,44
873,3,80,150,100,100,70,細剣,マジックブラスト,False,False,56
874,1,150,100,150,50,50,細剣,スラッシュ,False,False,26
874,2,150,100,150,50,50,細剣,スラッシュ,False,False,28
874,3,150,100,150,50,50,細剣,スラッシュ,False,False,22
875,3,150,50,100,50,150,格闘,通常攻撃,False,False,7
876,1,100,150,150,50,50,短剣,スラッシュ,False,False,15
876,2,100,150,150,50,50,短剣,スラッシュ,False,False,11
876,3,100,150,150,50,50,短剣,スラッシュ,False,False,14
877,1,100,50,50,150,150,杖,通常攻撃,False,False,28
877,2,100,50,50,150,150,杖,通常攻撃,False,False,15
877,3,100,50,50,150,150,杖,通常攻撃,False,False,21
878,1,150,50,150,50,100,短剣,チャージ,False,False,18
878,2,150,50,150,50,100,短剣,チャージ,False,False,22
878,3,150,50,150,50,100,短剣,スラッシュ,False,False,13
880,1,50,100,50,150,150,杖,マジックアロー,False,True,72
880,2,50,100,50,150,150,杖,マジックアロー,False,False,61
880,3,50,100,50,150,150,杖,マジックアロー,False,False,61
881,1,100,50,100,150,100,銛,マジックブラスト,False,False,74
881,2,100,50,100,150,100,銛,マジックブラスト,False,False,85
881,3,100,50,100,150,100,銛,マジックブラスト,False,False,79
882,1,100,100,100,50,150,格闘,チャージ,False,False,11
882,2,100,100,100,50,150,格闘,チャージ,False,False,12
882,3,100,100,100,50,150,格闘,チャージ,False,False,10
882,4,100,100,100,50,150,格闘,チャージ,False,False,9
883,1,50,50,100,150,150,杖,マジックブレイク,False,False,95
883,2,50,50,100,150,150,杖,マジックブレイク,False,False,85
884,3,100,150,100,50,100,短剣,チャージ,False,False,13
885,1,130,130,90,50,100,槍,スラッシュ,True,False,54
885,3,130,130,90,50,100,槍,スラッシュ,False,False,17
886,2,100,150,150,50,50,銛,通常攻撃,False,False,14
886,3,100,150,150,50,50,銛,通常攻撃,True,False,37
887,1,150,100,150,50,50,錨,チャージ,False,False,81
887,2,150,100,150,50,50,錨,チャージ,False,False,99
887,3,150,100,150,50,50,錨,スラッシュ,False,False,74
888,1,150,50,150,50,100,錨,チャージ,False,False,47
888,3,150,50,150,50,100,錨,チャージ,False,False,48
889,3,150,50,100,50,150,長剣,スラッシュ,False,False,33
890,3,130,130,120,50,70,斧,チャージ,False,True,107
891,2,150,150,100,50,50,短剣,スラッシュ,True,False,30
891,3,150,150,100,50,50,短剣,スラッシュ,False,False,16
892,1,150,50,150,50,100,槍,スラッシュ,False,False,37
892,2,150,50,150,50,100,槍,スラッシュ,False,False,27
892,3,150,50,150,50,100,槍,スラッシュ,False,False,30
893,1,80,80,90,150,100,魔導石,スラッシュ,False,False,13
893,2,80,80,90,150,100,魔導石,スラッシュ,False,True,14
893,3,80,80,90,150,100,魔導石,スラッシュ,False,False,14
894,1,150,130,120,50,50,長剣,スラッシュ,False,False,40
894,2,150,130,120,50,50,長剣,スラッシュ,True,False,70
894,3,150,130,120,50,50,長剣,スラッシュ,False,False,28
895,1,150,150,100,50,50,槍,スラッシュ,False,False,29
895,2,150,150,100,50,50,槍,スラッシュ,True,False,63
895,3,150,150,100,50,50,槍,スラッシュ,False,False,31
896,1,120,50,70,110,150,杖,マジックブラスト,False,True,76
896,2,120,50,70,110,150,杖,マジックブラスト,False,False,62
896,3,120,50,70,110,150,杖,マジックブラスト,False,False,67
897,1,150,50,50,100,150,槍,通常攻撃,False,False,18
898,1,150,50,50,100,150,短剣,通常攻撃,False,False,5
898,3,150,50,50,100,150,短剣,通常攻撃,False,False,4
899,1,150,150,100,50,50,錨,スラッシュ,False,False,81
899,2,150,150,100,50,50,錨,チャージ,False,True,52
900,1,150,100,50,150,50,杖,マジックブラスト,False,False,66
900,2,150,100,50,150,50,杖,マジックブレイク,False,True,100
900,3,150,100,50,150,50,杖,マジックブラスト,False,False,76
901,1,150,150,100,50,50,格闘,スラッシュ,False,False,17
901,2,150,150,100,50,50,格闘,スラッシュ,False,False,16
901,3,150,150,100,50,50,格闘,スラッシュ,False,False,16
901,4,150,150,100,50,50,格闘,スラッシュ,False,False,15
902,2,150,100,50,50,150,銛,通常攻撃,True,False,23
903,1,150,100,150,50,50,ボウガン,シュート,False,False,20
903,2,150,100,150,50,50,ボウガン,シュート,False,False,31
904,1,70,70,100,120,140,杖,マジックブラスト,False,False,60
904,2,70,70,100,120,140,杖,マジックブラスト,False,False,66
904,3,70,70,100,120,140,杖,マジックブラスト,False,False,57
905,2,150,150,100,50,50,銛,シュート,True,False,46
905,3,150,150,100,50,50,銛,シュート,True,False,46
906,1,100,150,110,50,90,格闘,スラッシュ,False,False,8
906,2,100,150,110,50,90,格闘,スラッシュ,False,False,11
906,3,100,150,110,50,90,格闘,シュート,False,False,9
906,4,100,150,110,50,90,格闘,スラッシュ,False,False,12
907,1,150,50,150,50,100,銛,チャージ,False,False,27
907,3,150,50,150,50,100,銛,チャージ,False,True,23
908,2,150,50,60,90,150,槍,通常攻撃,False,False,18
909,1,50,50,120,150,130,魔導石,マジックブレイク,False,False,88
909,2,50,50,120,150,130,魔導石,マジックブレイク,False,False,78
909,3,50,50,120,150,130,魔導石,マジックブレイク,False,False,93
910,2,100,150,150,50,50,短剣,スラッシュ,False,False,14
910,3,100,150,150,50,50,短剣,スラッシュ,False,False,16
911,1,150,150,100,50,50,長剣,スラッシュ,False,False,31
911,2,150,150,100,50,50,長剣,スラッシュ,False,False,38
911,3,150,150,100,50,50,長剣,スラッシュ,True,False,63
912,1,50,100,50,150,150,網,マジックアロー,False,True,78
912,2,50,100,50,150,150,網,マジックブラスト,False,False,87
912,3,50,100,50,150,150,網,マジックブラスト,False,False,89
913,1,100,150,50,150,50,杖,マジックアロー,False,True,58
913,2,100,150,50,150,50,杖,スラッシュ,False,False,9
914,1,150,50,150,50,100,網,チャージ,False,False,15
915,1,130,90,100,50,130,槍,チャージ,False,False,28
915,2,130,90,100,50,130,槍,チャージ,False,False,37
916,1,50,150,50,150,100,魔導石,マジックブラスト,False,False,75
916,2,50,150,50,150,100,魔導石,マジックブラスト,False,False,79
916,3,50,150,50,150,100,魔導石,マジックブラスト,False,False,82
917,1,100,150,150,50,50,銛,チャージ,False,False,18
917,2,100,150,150,50,50,銛,チャージ,True,False,54
917,3,100,150,150,50,50,銛,チャージ,False,False,23
919,3,50,150,50,150,100,魔導石,マジックブラスト,False,False,68
920,1,140,130,110,60,60,長剣,スラッシュ,False,False,28
920,2,140,130,110,60,60,長剣,スラッシュ,False,False,35
920,3,140,130,110,60,60,長剣,スラッシュ,False,False,18
921,2,150,50,50,100,150,錨,通常攻撃,False,False,31
921,3,150,50,50,100,150,錨,通常攻撃,False,False,33
922,1,100,50,100,100,150,杖,通常攻撃,False,False,20
922,2,100,50,100,100,150,杖,通常攻撃,False,False,22
922,3,100,50,100,100,150,杖,通常攻撃,False,False,12
923,1,100,80,70,150,100,魔導石,スラッシュ,True,False,27
923,2,100,80,70,150,100,魔導石,マジックアロー,False,True,67
923,3,100,80,70,150,100,魔導石,スラッシュ,False,False,9
924,1,50,50,100,150,150,魔導石,マジックブラスト,False,True,85
924,3,50,50,100,150,150,魔導石,マジックブラスト,False,False,81
925,1,150,50,150,50,100,銛,スラッシュ,False,False,24
925,2,150,50,150,50,100,銛,スラッシュ,True,False,66
925,3,150,50,150,50,100,銛,スラッシュ,False,False,25
928,1,50,150,100,150,50,魔導石,マジックブラスト,False,False,63
928,2,50,150,100,150,50,魔導石,マジックブラスト,False,False,85
928,3,50,150,100,150,50,魔導石,マジックブラスト,False,False,62
929,1,100,70,150,80,100,長剣,スラッシュ,False,False,30
929,2,100,70,150,80,100,長剣,スラッシュ,False,False,21
929,3,100,70,150,80,100,長剣,スラッシュ,False,False,29
930,2,150,150,100,50,50,格闘,スラッシュ,False,True,14
930,3,150,150,100,50,50,格闘,スラッシュ,False,False,8
930,4,150,150,100,50,50,格闘,スラッシュ,False,False,16
931,3,150,100,100,50,100,長剣,スラッシュ,False,False,18
933,1,100,100,100,100,100,杖,スラッシュ,False,False,7
933,2,100,100,100,100,100,杖,スラッシュ,False,False,12
933,3,100,100,100,100,100,杖,スラッシュ,False,False,12
934,2,150,150,100,50,50,格闘,スラッシュ,False,False,16
934,3,150,150,100,50,50,格闘,スラッシュ,False,False,15
934,4,150,150,100,50,50,格闘,スラッシュ,False,False,8
934,5,150,150,100,50,50,格闘,スラッシュ,False,False,17
935,3,50,100,70,130,150,魔導石,マジックアロー,False,False,51
936,1,90,90,100,110,110,細剣,マジックアロー,False,False,43
936,2,90,90,100,110,110,細剣,マジックアロー,False,False,42
936,3,90,90,100,110,110,細剣,マジックアロー,False,False,48
937,3,150,100,150,50,50,ボウガン,シュート,False,False,20
938,1,60,70,70,150,150,杖,マジックブレイク,False,False,90
938,2,60,70,70,150,150,杖,マジックアロー,False,False,57
938,3,60,70,70,150,150,杖,マジックアロー,False,False,60
939,1,50,50,100,150,150,魔導石,マジックブレイク,False,False,76
939,3,50,50,100,150,150,魔導石,マジックブレイク,False,False,87
940,1,100,100,150,50,100,銛,チャージ,False,False,23
940,2,100,100,150,50,100,銛,チャージ,False,False,20
941,2,150,100,150,50,50,錨,スラッシュ,False,False,77
941,3,150,100,150,50,50,錨,スラッシュ,True,False,148
942,2,100,120,120,60,100,短剣,スラッシュ,False,False,10
942,3,100,120,120,60,100,短剣,スラッシュ,False,True,18
943,1,60,70,70,150,150,魔導石,マジックアロー,False,True,73
943,2,60,70,70,150,150,魔導石,マジックブレイク,False,False,89
943,3,60,70,70,150,150,魔導石,マジックブレイク,False,False,80
944,2,50,150,50,150,100,魔導石,マジックアロー,False,False,53
944,3,50,150,50,150,100,魔導石,マジックアロー,False,False,69
945,1,150,150,100,50,50,格闘,スラッシュ,False,False,10
945,3,150,150,100,50,50,格闘,チャージ,True,False,33
945,4,150,150,100,50,50,格闘,スラッシュ,False,False,16
946,1,120,140,110,50,80,銛,チャージ,False,False,17
946,3,120,140,110,50,80,銛,チャージ,False,False,16
947,1,150,120,80,50,100,銛,スラッシュ,False,False,15
947,2,150,120,80,50,100,銛,スラッシュ,False,False,21
947,3,150,120,80,50,100,銛,スラッシュ,False,False,22
948,1,150,150,50,50,100,格闘,チャージ,False,False,9
948,3,150,150,50,50,100,格闘,チャージ,False,False,16
948,4,150,150,50,50,100,格闘,チャージ,False,False,14
949,2,150,150,100,50,50,格闘,チャージ,False,False,11
949,3,150,150,100,50,50,格闘,チャージ,False,False,15
949,4,150,150,100,50,50,格闘,チャージ,False,False,11
949,5,150,150,100,50,50,格闘,チャージ,False,False,14
950,2,120,130,100,50,100,銛,シュート,False,True,23
950,3,120,130,100,50,100,銛,シュート,False,False,17
951,1,50,50,100,150,150,魔導石,通常攻撃,False,False,46
951,2,50,50,100,150,150,魔導石,通常攻撃,False,False,61
951,3,50,50,100,150,150,魔導石,通常攻撃,False,False,58
952,2,150,150,100,50,50,ボウガン,スラッシュ,False,False,17
953,1,150,150,100,50,50,長剣,チャージ,False,False,30
953,2,150,150,100,50,50,長剣,チャージ,False,False,37
953,3,150,150,100,50,50,長剣,チャージ,False,False,19
